tmdb_id,title,release_date,release_year,language,genres,popularity,vote_average,vote_count,overview,cast,director,keywords
850161,Ramarao On Duty,2022-07-29,2022,te,"[28, 80, 18]",0.9353,5.5,4,"Ramarao, a mandal revenue officer who was formerly removed from the position of deputy collector, is posted in Chittoor in the year 1995 and he decides to find out about a few unsolved murders in his area. He learns from his own investigation that an illegal smuggling ring is responsible for the deaths. Can Ramarao stop the smugglers?",raviteja divyanshakaushik rajishavijayan venuthottempudi rahulramakrishna,sarathmandava,
888234,Dhamaka,2022-12-23,2022,te,"[28, 35]",1.1526,4.4,18,"Swamy and Anand Chakravarthy are lookalikes. Swamy is a jobless guy, while  Anand is the son of Nanda Gopal Chakravarthy, running a company called People Mart. Under dicey circumstances Pranavi, a pretty young girl falls in love with both of them. When JP, a monstrous corporate honcho seeks to acquire People Mart through unethical means, Anand and Swamy’s lives get intertwined.",raviteja sreeleela jayaram sachinkhedekar tanikellabharani,trinadharaonakkina,
933476,Bhamakalapam,2022-02-11,2022,te,"[53, 80, 35]",0.9723,6.7,7,"Anupama, a YouTuber who has over a million subscribers, uploads a new recipe each week. An ancient egg whose value is around Rs 200 crore goes missing from a museum and a murder too happens, and then things take a dark turn. Anupama is also nosy about the happenings in her apartment, she finds herself getting pulled into a tricky situation.",priyamani johnvijay saranyapradeep pammisai shanthirao,abhimanyutadimeti,
894762,Karthikeya 2,2022-08-13,2022,te,"[9648, 12, 53, 28]",0.9007,6.2,22,"Before the Kalyug begins, Lord Krishna hands over an anklet that holds the answer to all of world’s miseries. Years later a doctor finds himself in the thick of things when the pursuit for the anklet carries on. A doctor with a curious mind, Karthikeya, aka Karthik, believes in pursuing the truth. The quest leads Karthik to discover the power of the ancient Indian belief system and the essence of Krishna.",nikhilsiddhartha anupamaparameswaran srinivasareddy harshachemudu adithyamenon,chandoomondeti,truth krishna ancient india power
802065,F3: Fun and Frustration,2022-05-27,2022,te,"[35, 10749, 10751]",0.9832,4.4,18,"Venky and Varun Yadav are ordinary guys with ordinary lives. Their struggle is all about money. One day they hear about a wealthy industrialist in Vijayanagaram who is looking for his heir. What happens when Venky, Varun and the gang arrive at his doorsteps pretending to be his heir.",venkatesh varuntej tamannaahbhatia mehreenpirzada rajendraprasad,anilravipudi,
927909,The Warriorr,2022-07-14,2022,te,"[28, 18]",0.8277,4.9,13,"A young, naïve and idealistic Satya moves to Kurnool in hopes of a bright future. Discontent with how the city remains in the grip of a gangster, he decides to change the ‘treatment’ for the ‘disease’.",rampothineni aadhipinisetty krithishetty nadhiya jayaprakash,n.linguswamy,
968732,Ammu,2022-10-19,2022,te,[18],0.7478,8.0,10,"Ammu's thought marriage was a fairy tale – full of love and magic, ends when her cop-husband Ravi hit her for the very first time. What Ammu thought was a one-off incident soon turned into a never-ending cycle of abuse, trapping her and breaking her soul and spirit. Pushed to her limits, Ammu teams up with an unlikely ally to break free.",aishwaryalekshmi naveenchandra bobbysimha maalaparvathi satyakrishnan,charukeshsekar,
889630,Mishan Impossible,2022-04-01,2022,te,"[53, 35]",0.8428,6.4,6,Three little kids from Vadamalapeta want to hunt down Dawood Ibrahim and claim prize money. An investigative reporter and her sidekicks want to bring down a child trafficking nexus. How does this motley crew cross paths?,harshroshan bhanuprakashan jayateerthamolugu taapseepannu ravindravijay,swarooprsj,
862946,Saakini Daakini,2022-09-16,2022,te,"[28, 12, 35]",0.9662,5.7,14,Two trainee female police officers find themselves in an endless race against time after they witness a kidnapping and decide to use their knowledge.,reginacassandra nivethathomas rjhemant laharishari prudhviraj,sudheervarma,remake
811945,HIT: The 2nd Case,2022-12-01,2022,te,"[80, 53, 28]",0.9843,6.9,42,"Krishna Dev aka KD, a laidback cop working in Andhra Pradesh State HIT, takes on a gruesome murder case. As KD unravels the layers of the crime, the stakes rise unbelievably high and the threat comes unusually close.",adivisesh meenakshichaudhary komaleeprasad magantisrinath raoramesh,saileshkolanu,
