,tmdb_id,title,release_date,release_year,language,genres,popularity,vote_average,vote_count,overview,genre_labels
1085,85813,Murari,2001-02-17,2001,te,"[18, 10749, 53, 10751]",1.4366,6.7,21,"A family is haunted by a goddess's curse, claiming the life of a male every 48 years due to an ancestral sin.","['Drama', 'Romance', 'Thriller', 'Family']"
1086,280332,Bhalevadivi Basu,2001-06-15,2001,te,[10749],0.1823,3.0,1,"Bale Vadivi Basu is a 2001 Telugu film directed by Arun Prasad P A. The film stars Balakrishna, Shilpa Shetty, Anjala Zaveri and Prakash Raj in lead roles.",['Romance']
1087,278422,Daddy,2001-10-03,2001,te,"[10751, 18]",0.3154,6.5,8,An audio company and dance school owner is a very rich man but also gullible. He gets married to the girl he loves; but loses all his money to his scheming friends. They lose their daughter to a heart disease following which his wife leaves him.,"['Family', 'Drama']"
1088,80834,Anandam,2001-09-28,2001,te,[10749],0.2769,8.2,4,"Two neighbors study in the same college, but hate each other immensely. A series of events changes their feelings when they unknowingly write to each other under alias names.",['Romance']
1089,993856,Budget Padmanabham,2001-03-09,2001,te,[35],0.3431,7.0,1,"Padmanabham, a miser, spends his money carefully. He is put into a dilemma when unwelcome guests knock at his door and his wife gives birth to triplets.",['Comedy']
1090,935310,Ammo Bomma,2001-05-04,2001,te,"[35, 27, 53]",0.3173,0.0,0,"Ram Babu, a mimicry artist, likes to collect different kinds of dolls. But he gets shocked when his new doll is possessed by a ghost.","['Comedy', 'Horror', 'Thriller']"
1091,279467,Devi Putrudu,2001-01-14,2001,te,"[12, 14]",0.3539,5.2,5,"An archaeologist extracts a box from the sea which contains mystical powers. However, evil people are in pursuit of the box and create trouble for the former.","['Adventure', 'Fantasy']"
1092,435047,Tholi Valapu,2001-08-03,2001,te,[18],0.2459,0.0,0,"A man leaves his bike at a stranger's house after its tire gets punctured. He comes back to collect it the next day, but the stranger's family denies having any knowledge of it; soon after, the theft of his bike turns into an allegation of rape.",['Drama']
1093,757875,Akasa Veedhilo,2001-08-23,2001,te,"[18, 10751]",0.2317,7.0,1,"Suri and Padma give away one of their twin sons to Chandu and Indu, a couple who are unable to conceive a child. Complications arise in their lives when one of the boys is diagnosed with bone cancer.","['Drama', 'Family']"
1094,308019,Eduruleni Manishi,2001-03-30,2001,te,"[28, 18]",0.2467,6.0,3,"Surya Murthy lives a very wealthy lifestyle in India along with his parents, his niece, and a younger look-alike brother, Satya. His parents would like him to get married, but he refuses until Satya, who himself is anxious to get married to his girlfriend, selects a bride named Vasundhara. Events prove that Vasundhara is indeed the ideal bride for Surya, and both get married","['Action', 'Drama']"
1095,279466,Premato Raa,2001-05-09,2001,te,[10749],0.265,4.0,1,"Premato Raa is romantic based movie in which, Chandu (Venky) and Vijay (Suresh) are brothers. They belong to a wealthy family where the elder brother Vijay is responsible and take care of the business. The younger one Chandu is a spoilt brat and a womanizer.Vijay is in love with Sandhya (Prema). Chandu happens to visit Ooty and gets bowled by a damsel Geeta (Simran). But he comes to know that Geeta is a tough nut to crack. So he plays different tricks to attract her. One fine day he expresses his love to her and duly deflowers her. Right the next day he takes train to Hyderabad without informing Geeta and attends the marriage of his brother Vijay and Sandhya. At the time of marriage Sandhya enters the scene with Geeta claiming that Geeta is the younger sister of her and Geeta was used by Chandu to satisfy his lust. Sandhya breaks the marriage with Vijay. rest of the story is about how Chandu change his behaviour and makes his brother Vijay",['Romance']
1096,82604,Priyamaina Neeku,2001-02-11,2001,te,[10749],0.2409,6.5,2,"Sandhya, who loves Ganesh, pours her thoughts about him in a diary. Ganesh finds the diary and falls in love with her but later discovers that she is already engaged to someone else.",['Romance']
1097,1230900,Simharasi,2001-07-06,2001,te,[],0.3287,0.0,0,A charitable man respects all women and does not tolerate injustice. He brings his struggling stepsister home to live in comfort after their father commits suicide.,[]
1098,66520,Hanuman Junction,2001-12-21,2001,te,"[28, 35]",0.2626,6.8,4,"Two friends, Krishna and Das, run a company in a small town with their loved sister Devi. However, Devaraj, an influential man in the village, is against them and vows to destroy their growth.","['Action', 'Comedy']"
1099,552721,Family Circus,2001-06-01,2001,te,[35],0.2207,7.0,1,Subramanyam and his family try averting several problems that come their way when they move into a new house in a locality filled with bizarre individuals.,['Comedy']
1100,531420,Ammayi Kosam,2001-05-18,2001,te,"[18, 10751]",0.2572,9.0,1,"Ravi, Venkat, Balu and Venu, four unemployed graduates, waste their time in doing unconstructive things. However, their lives change when they meet Anjali, a photographer.","['Drama', 'Family']"
1101,463736,Subbu,2001-12-21,2001,te,"[10749, 18]",0.2059,3.5,2,"Subbu, a college student, falls in love with the affluent Neeraja. However, things take a turn when he realises that Neeraja's father was responsible for the death of his entire family.","['Romance', 'Drama']"
1102,137440,Narasimha Naidu,2001-01-11,2001,te,"[28, 18]",0.2755,7.0,3,"Narasimha (Balakrishna) is an unassuming dance teacher raising a young child on his own. His true identity, and the story of his violent past, begin to unravel as former enemies interrupt his quiet new life.","['Action', 'Drama']"
1103,342799,Ninnu Choodalani,2001-05-23,2001,te,"[10749, 18]",0.2989,6.0,1,"Two businessmen, Siva Reddy and Sahadeva Reddy, are sworn enemies. Things take a turn when their grandchildren, Venu and Siri, fall in love with each other.","['Romance', 'Drama']"
1104,804131,Cheppalani Vundhi,2001-08-23,2001,te,[10749],0.2069,0.0,0,"In an attempt to avoid getting married to Priyanka, Vinay uses a photograph of a deceased woman and claims that she is his ex-lover. However, the woman surprisingly turns up at Vinay's house",['Romance']
1105,330753,Time Pass,2001-05-01,2001,te,[],0.1652,0.0,0,,[]
1106,303916,Snehamante Idera,2001-10-26,2001,te,"[10751, 28]",0.1635,5.3,3,"Aravind's parents have raised orphans Chandru and Krishna as their own and the three are great friends. Chandru loves Amrita, Aravind's sister, but is hesitant. Aravind's love life too is troubled.","['Family', 'Action']"
1107,1186308,Maa Aavida Meeda Ottu Mee Aavida Chala Manchidi,2001-02-02,2001,te,"[35, 18]",0.163,0.0,0,"Praveen and Subhadra fail to be united in love due to the disapproval of their parents. Years later, married to other people, Praveen and Subhadra cross paths as neighbours.","['Comedy', 'Drama']"
1108,993849,Naalo Unna Prema,2001-09-01,2001,te,[10749],0.1997,0.0,0,A young man from Hyderabad is a fan of a professional singer from Vizag. The singer's younger sister plays a practical joke with him by replying to his fan letters as the singer herself; over a period of time she falls in love with him.,['Romance']
1109,303304,Sampangi,2001-07-13,2001,te,[],0.1549,0.0,0,Two innocent lovers must unwillingly sacrifice their love as their families belong to two different castes and religions.,[]
1110,1403430,Preminchu,2001-04-11,2001,te,[],0.1464,0.0,0,"Meena is a blind student who faces life's obstacles and becomes a lawyer. Meena and Suresh fall in love, but Suresh's family opposes their marriage.",[]
1111,1118264,Raa,2001-11-01,2001,te,"[10749, 35]",0.1852,0.0,0,"Sridhar, a womaniser, meets his match when he tries to seduce Shanthi, who refuses to fall for him. Later, he learns that Shanthi has a hidden motive for resisting his advances.","['Romance', 'Comedy']"
1112,1547950,Naa Manasista Raa,2001-07-18,2001,te,[10749],0.0864,0.0,0,"Shankar and Seershika fall in love and decide to get married. However, complications arise in the form of a love triangle when Nandini confesses her feelings to Shankar.",['Romance']
1113,486273,Maa Pelliki Randi,2001-03-20,2001,te,[10751],0.0743,8.3,3,"Happy-go-lucky Kumar falls head over heels in love with Anjali at first sight. After a lot of persuasion, Anjali agrees to marry him, but his parents have different plans for him.",['Family']
1114,1080133,Trinetram,2002-01-01,2002,te,"[18, 27]",3.7686,0.0,0,"Using black magic, an evil spirit tries to harm the husband of a devotee of Goddess Durga. Although she tries many tricks, she finally succumbs to the wife's faith in god and leaves the man unharmed.","['Drama', 'Horror']"
1115,117085,Eeshwar,2002-11-11,2002,te,"[18, 28]",3.4933,5.7,7,"Eeshwar (Telugu: ఈశ్వర్) is a 2002 Telugu film directed by Jayanth C. Paranjee and starring Prabhas[1] and Sridevi Vijaykumar. Siva Krishna and Revathi played supporting roles.Eeswar (Prabhas) is a motherless child and brat living in Dhoolpet, a slum area in Old City. Eeswar's father (Siva Krishna) manufactures Gudumba (arrack) with the help of neighborhood people. Eeswar falls in love at first sight when he sees a college going beauty Indu (Sridevi). In the meantime, Eeswar's father marries Sujatha (Revathi), who has been waiting for him for the past 20 years so that she can be a good mother to Eeswar. Eeswar hates his stepmother thinking that his father married her to enjoy worldly pleasures. Meanwhile, Indu's father turns out to be a local MLA (Ashok Kumar) who hates poor. The local MLA sends goons to finish him off Eeswar. What follows next forms the second half of the film.","['Drama', 'Action']"
1116,308249,Sandade Sandadi,2002-12-13,2002,te,[],3.2655,0.0,0,"Three friends vexed with their wives try to commit suicide, but end up saving a businessman. He then seeks their help to put his wayward daughters on the right track. But do things go as planned?",[]
1117,566382,Premaku Swagatam,2002-01-18,2002,te,[10749],2.5476,0.0,0,"Mahendra, a multimillionaire businessman, chooses a wealthy young man for his daughter, Lahari. However, she insists on getting married to her boyfriend, a mere car driver.",['Romance']
1118,307891,Mounamelanoye,2002-04-25,2002,te,[10749],3.2971,0.0,0,Mounamelanoyi (transl. Why the silence?) is a 2002 Indian Telugu-language romantic drama film directed by Shyam Prasad and starring Sachin and Sampada Vaze. The film's title is based on the song of the same name from Sagara Sangamam (1983).,['Romance']
1119,307863,Kalusukovalani,2002-02-08,2002,te,[],2.6683,6.0,1,"On his trip to Switzerland, Ravi, a talented youngster falls in love with Anjali. However, the two lose touch when Anjali returns to India. Still pining for Anjali, Ravi sets out to find her.",[]
1120,54304,Santosham,2002-05-09,2002,te,"[10749, 18]",1.8981,7.7,7,"Karthik(Nagarjuna) is a rich architect in Ooty. He falls in love with Padhu(Gracy Singh). Padmavathi takes her own sweet time to accept Karthik's love. Padmavathi has a cute cousin sister Bhanu (Shriya). Bhanu encourages their love and gives courage to Padhu. When Padhu reveals about her love, her father Rama Chandraiah (K. Viswanath) resists and asks her to marry the guy he has chosen for her. Padhu flees from home and marries Karthik. Padmavathi is very eager to get back to her parents and get their blessings. Karthik and Padmavathi migrate to New Zealand and they give birth to a kid named Lucky. Padhu dies in an accident. Rama Chandraiah has a very big joint family. A few of the family members opine that inviting Karthik and his kid for a marriage to be happened at their place would give an opportunity to get a closer look at Lucky.","['Romance', 'Drama']"
1121,308014,Dhanalaxmi I Love You,2002-10-18,2002,te,[],1.1562,5.0,2,"Babu Rao, Raju and Shyam are in desperate need to make money due to various situations in their lives. An MNC company offers them a lucrative way to make money, which could change their life forever.",[]
1122,395068,Show,2002-09-13,2002,te,[35],1.9389,6.8,4,"Ridhima (Manjula), an executive from Delhi-based pharmaceutical company visits a remote village in AP to make a deal on patents with a professor who invented a new drug. The professor leaves a note that he would return late as he had to attend some urgent work and she shall wait for his arrival. At that time Madhav Rao, a junior lawyer who supervises the event of patent selling arrives at that place. Ridhima is a fun loving unmarried girl. Madhav Rao is a frustrated married guy. The events that take place for a few hours between these two makes up the story.",['Comedy']
1123,228341,Thotti Gang,2002-12-06,2002,te,[35],0.9858,6.0,2,"Achi Babu (Allari Naresh), Sathi Babu (Sunil) and Suri Babu (Prabhu Deva) are the best buddies since childhood. They form a band that does multi purpose jobs like acting as band of boys for marriages, professional catchers of dogs, and cremation service guys. Karate Malliswari (Gajala), another childhood nightmarish karate-skill-flaunting damsel, lures Achi Babu into love. Then she snatches Achi Babu away from Suri Babu and Sathi Babu to make him her live-in boy friend. They also get engaged to each other. Irritated by their act, Suri Babu and Sathi Babu kidnap Malliswari. They tie her to a chair and then hatch another plan to make Achi Babu believe that Malliswari is dead. In that process, they dig a 'fresh' dead body from a crematorium, pack her in the car of Malliswari and throw that car into a valley. Police confirms that Malliswari is dead and Achi Babu's heart breaks again.",['Comedy']
1124,1190770,Neethone Vuntanu,2002-02-01,2002,te,[18],1.5548,0.0,0,"Ravi, a software engineer, and Aparna, a girl nicknamed Subba Laxmi, engage in online chatting and fall in love. However, when they first plan to meet, he mistakes Aparna's sister, Vidya, for her.",['Drama']
1125,25882,Indra,2002-07-24,2002,te,"[18, 28]",0.9775,6.4,14,"A man embarks on a quest to make peace between two families fighting over the water problem in their district. In a bid to solve this crisis, he agrees to marry a girl from the rival family.","['Drama', 'Action']"
1126,211909,"The Rite, a Passion",2002-01-01,2002,te,[18],0.9514,7.5,2,"A subtle interplay between clashing ideologies: that of traditional religious values versus modern youth drawn towards extremism. Events overtake Subbaiah Sastry, a highly respected vedic and scholar in his prime now scraping out a meagre existence as a corpse carrier. He endures the contempt of his Hyderabad neighbours due to his acceptance of Tiladaanam, a lowly Brahammic rite involving the acceptance of the sins of the dead in exchange for coins and the food of the deceased. His son, Raghuram, has become a terrorist hunted by the police, at odds with his father. A stark contrast is provided between an outdated system and as yet undefined future. - Melbourne International Film Festival",['Drama']
1127,307796,Bharatasimha Reddy,2002-09-06,2002,te,[],0.7578,0.0,0,Raja resents his father.,[]
1128,226829,Jayam,2002-06-14,2002,te,[],0.7926,6.722,9,"The story is centered in a village where the parents of first cousins Sujatha (Sadha) and Raghu (Gopichand) decide that both will be married when they become adults. As a child, Sujatha's uncle gives her anklets, which she wears as she grows up. As they grow older, Raghu is caught smuggling money from his house. At school, Raghu beats up a kid for talking to Sujatha. They quarrel, and soon Raghu's family leaves for another village. Sujatha grows to be an attractive college girl, while the villain Raghu becomes a good-for-nothing character. On her way to college, Sujatha meets up with Venkat (Nitin), a poor but handsome, charming enthusiastic boy, and soon after their quarrels they fall in love.",[]
1129,342803,Bobby,2002-10-31,2002,te,[10749],0.4906,3.0,10,Love between two youngsters leads to a dispute between two families.,['Romance']
1130,81068,Khadgam,2002-11-29,2002,te,"[28, 18]",0.5514,7.4,8,"After being victims of terrorism, an aspiring actor, a driver and a sincere police officer come together to stop a terrorist from fleeing and put an end to his plans.","['Action', 'Drama']"
1131,1466242,Neetho,2002-06-27,2002,te,[],0.5975,0.0,0,"Madhav, a college student, falls in love with Shalini and proposes her to act as his lover for thirty days without revealing his identity.",[]
1132,82727,Takkari Donga,2002-01-12,2002,te,"[37, 12, 28]",0.7022,6.5,14,"A fearless outlaw offers to safeguard the daughter of his accomplice in return for a map to a secret diamond mine. However, his quest is compromised after a bandit gets wind of the secret map.","['Western', 'Adventure', 'Action']"
1133,82213,Nee Sneham,2002-12-02,2002,te,"[18, 10751]",0.5184,4.0,1,"Madhav (Uday Kiran) and Seenu (Jatin) are neighbors and best buddies. They play football representing the AP team. During their trip to Calcutta, Seenu gets injured in order to save Madhav from an accident. Doctors say that Seenu is unfit to play football and he can walk only by using a walking stick. Seenu takes a vow from Madhav that he should not tell anybody that he was injured while saving Madhav.  Amrutha (Arti Agarwal) is a middle class girl who is raised by their grand parents (K Viswanath and Sujatha). Madhav happens to see Amrutha one fine day and falls in love with her. …… If I start telling the relationships and complexity of the relations, you would complain to me after watching the film that I deprived you of enjoying the happenings on the screen. So let me stop writing the story line and start jumping into actor's performance department.","['Drama', 'Family']"
1134,81083,Manmadhudu,2002-12-20,2002,te,"[35, 18]",0.6171,7.136,22,"Abhiram, a misogynist, works as a manager in his own advertising agency. When his uncle, the chairman, appoints Harika as an assistant manager, he mistreats her, but his hatred soon turns into love.","['Comedy', 'Drama']"
1135,82574,Sontham,2002-08-23,2002,te,"[10749, 28]",0.5103,5.3,3,"Vamsy, Bose, and Nandu are childhood friends, with their bond still going strong in college. However, will things change when Bose falls in love?","['Romance', 'Action']"
1136,280330,Seema Simham,2002-01-10,2002,te,[28],0.31,4.5,2,"Seema Simham is a action based movie in which, Visweswara Rao (Raghuvaran) and Chandra Sekhar (Charan Raj) are the best friends. They have a kid each. Visweawara Rao is a business magnate and Chandra Sekhar is a police officer. Chandra Sekhar arrests a dreaded goon and the goon",['Action']
1137,82214,Nuvve... Nuvve...,2002-10-10,2002,te,"[10751, 18, 10749, 35]",0.4872,5.6,5,"Vishwanath is a millionaire who loves his daughter Anjali obsessively. When Vishwanath discovers that Anjali is in love with Rishi, a happy-go-lucky man from a middle class family, he tries his best to separate them.","['Family', 'Drama', 'Romance', 'Comedy']"
1138,80930,Chennakesava Reddy,2002-09-22,2002,te,"[18, 80, 28]",0.4318,5.5,4,"After two decades in prison, legendary factionist Chennakesava Reddy (Balakrishna) returns to Rayalaseema, seeking revenge. Standing in his way, is his son Bharath (also Balakrishna), a law-abiding police officer.","['Drama', 'Crime', 'Action']"
1139,82723,Vasu,2002-04-10,2002,te,[10749],0.4104,7.0,4,"After graduation, Vasu  runs a college canteen, and music school and teaches music for seven years to make his living. His father is an IPS officer and he wants Vasu to appear for Civil Services examinations to take up an IPS career. But Vasu has different plans for his future. He dreams of becoming a musician and a singer",['Romance']
1140,80395,Aadi,2002-03-28,2002,te,"[18, 28]",0.3559,6.125,12,"Aadi, who is raised by his father's faithful employee, learns about how his parents were cheated and killed by Nagi Reddy. Enraged by the injustice done to his family, he decides to confront Nagi.","['Drama', 'Action']"
1141,553029,Sreeram,2002-06-21,2002,te,"[28, 18]",0.4381,0.0,0,"Sreeram's ambition to become a police officer is in jeopardy when he has a fight with Encounter Shankar, a corrupt police officer, when he misbehaves with his girlfriend.","['Action', 'Drama']"
1142,82253,Nuvvu Leka Nenu Lenu,2002-01-14,2002,te,"[35, 18]",0.3688,6.0,1,"Radha Krishna and Krishnaveni constantly tease each other and deny any romantic feelings.  But when they become engaged to other people, they realize the truth.","['Comedy', 'Drama']"
1143,279464,Gemeni,2002-10-11,2002,te,"[28, 80, 18]",0.3318,5.2,4,"When Gemeni, a gangster, falls in love with a girl, he tries to reform his ways. Things change when a new police commissioner is transferred to the city, who plans on ending all criminal activities.","['Action', 'Crime', 'Drama']"
1144,358593,Action No. 1,2002-02-15,2002,te,[],0.1882,0.0,0,A 2002 Telugu action film.,[]
1145,115056,Allari,2002-05-10,2002,te,"[35, 10749]",0.2111,6.7,3,"A coming of age story of triangular romance between a boy and two girls that explores the twin emotions of true love and teenage infatuation in a boy who perpetually finds himself in complicated situations both at home and outside.  Allari was released on 10 May 2002 and was a box office success. Naresh who became popular with this film, eventually prefixed the title Allari to his name. The film was remade in Tamil as Kurumbu.","['Comedy', 'Romance']"
1146,1142476,Kondaveeti Simhasanam,2002-02-08,2002,te,"[18, 28]",0.2114,3.0,1,Kondaveeti Simhasanam is a 2002 Indian Telugu-language action drama film directed by Dasari Narayana Rao,"['Drama', 'Action']"
1147,308225,O Chinadaana,2002-01-25,2002,te,[],0.2355,6.0,1,"Divya Reddy (Sruthi Raj) and Ramya Reddy (Gajala) are inseparable sisters, who study in the same college. Srinivasa Sastry (Raja) and Ramya love each other. Divya hates love due to her own experiences in the past. Divya had a childhood love Rajesh at an age of eight. Rajesh deserts her and leaves to an unknown destination at that age.  Ramya and Seenu decide that they should get the Rajesh back so that Divya falls in love with him and gives green signal to the love of Ramya and Seenu. Seenu gets hold of Narasimha (Srikanth) and pays him to act as the childhood lover of Divya.  Then the father of Divya and Ramya, who is a military major (Jaya Prakash Reddy), returns from the army for a month holiday. The rest of the film is a laugh riot. You should watch this film to know how the new relationships add spice and humor to these main characters in the film.",[]
1148,307738,Allari Ramudu,2002-07-18,2002,te,[],0.1577,4.5,2,"Chamundeswari, a headstrong lady, loves money, ignores human relationships and even dominates her family. When her daughter falls in love with a house helper, she tries everything to separate them.",[]
1149,531061,Siva Rama Raju,2002-11-01,2002,te,"[28, 18]",0.1795,0.0,0,"Siva, Rama and Raju are brothers who dote on their sister, Swathy. She is married off to a rich, neighbouring family. But, the head of that family is a vengeful man looking to settle past scores.","['Action', 'Drama']"
1150,370813,Idiot,2002-08-22,2002,te,"[10749, 28, 35]",0.2514,5.8,13,"Chanti, a young man, is rescued by Suchitra when he is beaten by thugs. He falls in love with her and tries to woo her, but she does not reciprocate his feelings.","['Romance', 'Action', 'Comedy']"
1151,80923,Avunu Valliddaru Ishtapaddaru!,2002-08-02,2002,te,"[10749, 18, 10751]",0.2222,6.8,5,Anil and Swathi live in the same room without invading each other's personal space. Things get interesting when they exchange letters and gradually fall in love.,"['Romance', 'Drama', 'Family']"
1152,423815,Aaduthu Paaduthu,2002-04-04,2002,te,"[35, 18]",0.1484,6.0,1,"Two wayward friends live in a bus that is converted into a mobile home. They take a loan and plan to convert the bus into a mobile canteen. But, things begin to change when a girl enters their lives.","['Comedy', 'Drama']"
1153,308055,Nee Thodu Kavali,2002-03-28,2002,te,[],0.0984,0.0,0,2002 Telugu romance,[]
1154,117086,Ela Cheppanu,2003-02-10,2003,te,[10749],5.7601,4.7,3,"Ela Cheppanu (Telugu: ఎలా చెప్పను, English translation: How Should I Say?) is a Telugu film starring Shriya and Tarun, directed by Ramana. It is the remake of the Bollywood hit movie Tum Bin.  Tarun ... Sekhar  Shriya ... Priya  Siva Balaji ... Amar Varma  Tanikella Bharani  Brahmanandam  Giri Babu  Sowcar Janaki  Kovai Sarala  Sunil",['Romance']
1155,308237,Ottesi Cheputunna,2003-04-26,2003,te,[],3.9648,6.0,1,"Film starring Srikanth, Sravanthi, Sivaji",[]
1156,409444,Kabaddi Kabaddi,2003-02-16,2003,te,"[18, 10749, 35]",3.7391,5.0,1,"Vishnu wants to marry his childhood sweetheart whom he meets after fifteen years. However, problems arise when the girl's father plans to get her married elsewhere.","['Drama', 'Romance', 'Comedy']"
1157,1026159,Nenu Pelliki Ready,2003-11-14,2003,te,"[10749, 35]",3.3255,0.0,0,"Pressurized into getting married, Gopi selects three prospective brides from a marriage bureau. In order to get rid of them, he gets engaged to Priya, the owner of the bureau.","['Romance', 'Comedy']"
1158,117092,Gangotri,2003-03-28,2003,te,"[18, 10749]",2.5746,4.0,9,"A factional leader's only daughter falls in love with his loyal lieutenant's son. When the childhood lovers' secret is exposed their fathers become enemies. How will the young man react to his lover's father bombing his house? Will there ever be an end to the cycle of violence, hatred and revenge?","['Drama', 'Romance']"
1159,185435,Janaki Weds Sriram,2003-09-12,2003,te,[10749],2.7814,5.0,1,"It is one of those hide-and-seek dramas — childhood friends get separated, and as grown-ups fall in love with each other unknowingly. With some needed twists that lend a feel-good touch, apart from a love triangle, the movie makes a bid to impress the audience. Director Sreenu, who has had some directorial experience before, takes the credit for shaping the story in such a way that it looks different. The film can be termed musical, for it deals with lots of inter-college music competitions. -- Jeevi @ Idlebrain.com",['Romance']
1160,281938,Vishnu,2003-10-03,2003,te,[18],1.4583,1.0,1,"Vishnu and Vaishnavi are childhood pals. They get separated at a young age. After a gap of 15 years, Vishnu finds Vaishnavi. He does not disclose his identity and instead to win her love on his own merits. Vaishnavi learns of this and a misunderstandings crop up.",['Drama']
1161,117071,Dongodu,2003-08-07,2003,te,"[18, 35]",1.3276,5.4,5,Dongodu is a 2003 Telugu language comedy movie produced by Bheemineni Rushita Sai under Goodwill Cinema banner. This Movie is remake of Malayam movie Meesa Madhavan. The film features Ravi Teja and Kalyani in the lead roles. Music has been composed Vidya Sagar. The movie released on 7 August 2003 was a decent Boxoffice success,"['Drama', 'Comedy']"
1162,308220,Neeke Manasichanu,2003-12-12,2003,te,[],0.5804,0.0,0,2003,[]
1163,308234,Veede,2003-11-06,2003,te,[],0.5965,6.5,2,"Yedu is a responsible citizen of Bobbarlanka, a place where everything is in place but for the polluted water that is coming from the factory. Everybody in the village complained, but of no use. Then the village head forms a team of three comprising of Yedu, Manga and her grandmother and sends them to Hyderabad so that they could meet the minister and express the villages problem to him. Can they change things?",[]
1164,94965,Okkadu,2003-01-15,2003,te,"[28, 18, 10749]",0.9956,7.3,36,"Ajay, a fiery Kabaddi player from Hyderabad, visits Kurnool for a tournament and rescues Swapna from a faction leader Obul Reddy, who wants to force her into marriage. He secretly hides her in his home and assists her in planning her escape abroad for her higher studies. But, fate has other plans.","['Action', 'Drama', 'Romance']"
1165,1103714,Appudappudu,2003-05-16,2003,te,"[10749, 18]",0.4888,0.0,0,"Sundeep and Radhika get married at their parents' behest. However, things take a turn when they soon realise how wrong they are for each other and plan to get a divorce.","['Romance', 'Drama']"
1166,117847,Maa Alludu Very Good,2003-03-03,2003,te,"[35, 18, 10749]",0.8246,5.0,1,"Maa Alludu Very Good is an Comedy Romance based movie. In which,Purse Ram aka Parasuram (Naresh) is a petty thief who is grown up on stealing things since his childhood. He happens to see a girl Meghana (Mounika) and then instantly falls in love with her. He comes to know that she prefers educated guys with knowledge in various languages and cops. He impresses Meghana by feigning that he is a strict cop.","['Comedy', 'Drama', 'Romance']"
1167,1022263,Pellamto Panenti,2003-09-12,2003,te,[],1.3585,0.0,0,"Madhu rejects the advances of a few women because he does not believe in love. However, his life takes a turn when he discovers that Kalyani, a girl who loves him, is suffering from a fatal illness.",[]
1168,80805,Simhadri,2003-07-09,2003,te,"[28, 18]",0.772,6.375,16,"Simhadri, a loyal servant in a landlord's house, leads a secret life as Singamalai, a powerful leader in the state of Kerala.","['Action', 'Drama']"
1169,31350,Amma Nanna O Tamila Ammayi,2003-04-19,2003,te,"[18, 10749]",0.6009,6.5,12,Chandu is very passionate about kickboxing and his life revolves around his mother and his girlfriend. His life is shattered when his dying mother asks him to meet his estranged father Raghuveer.,"['Drama', 'Romance']"
1170,82568,Satyam,2003-12-19,2003,te,[],0.5436,6.3,3,"Satyam is an unbelievably nice guy. Everybody likes him--except for the two people he loves most, his father and Ankita, the girl with whom he is in love with. Because he and his father don't get along, Sathyam leaves home and starts living with friends. A sensitive man and sensible writer, Satyam ghost-writes for a popular film lyricist. He wants to prove himself as lyricist before meeting Ankita, when he intends to express his love for her; except in the meanwhile, a flamboyant classmate of Ankita proposes to her.",[]
1171,82264,Okariki Okaru,2003-10-09,2003,te,"[10751, 18, 10749]",0.3447,0.0,0,"Kamesh, a young man travelling to Kaasi, sees Swapna, an NRI, at a railway station and falls in love with her. When Swapna returns to the US, Kamesh fights all odds to follow suit and win her love.","['Family', 'Drama', 'Romance']"
1172,281954,Johnny,2003-04-25,2003,te,"[18, 28]",0.3941,5.0,5,A martial arts coach struggles to earn money through fights in order to save his wife suffering from blood cancer.,"['Drama', 'Action']"
1173,202080,Raghavendra,2003-03-28,2003,te,"[28, 18, 10749]",0.333,4.1,8,"Raghava (Prabhas) is a hot-blooded and restless youth who cannot tolerate injustice that is being done in the society. In the process, he picks up fight with local mafia leader Ankineedu (Anandraj). Ankineedu stabs Sirisha (Anshu) - the ladylove of Raghava - to death. He also issues an ultimatum to Raghava's parents to leave the city in few hours. The vexed parents ask Raghava to accompany them only if he agrees to listen to their words. They take Raghava to Mantralayam - a relatives place - and make him become a devotee of Lord Raghavendra Swamy.","['Action', 'Drama', 'Romance']"
1174,82298,Pellam Oorelithe,2003-01-15,2003,te,"[18, 35]",0.178,4.2,5,"When Vivek is caught with a prostitute, he introduces her to his wife as Subbu's girlfriend. Subbu accepts his superior's plan at the cost of upsetting his girlfriend, which leads to many other lies.","['Drama', 'Comedy']"
1175,97343,Tagore,2003-09-24,2003,te,"[18, 28]",0.2829,6.615,13,"Tagore (Chiranjeevi) creates his own vigilante military network called the Anti-Corruption Force (ACF) that eliminates the most corrupt individuals, from all walks of life, in a systematic manner. As pressure builds on Police and Government to track down the Man who masterminds these killings, Balbir Singh (Puneet Issar), is specially summoned to head the task. He is aided by Suryam (Prakash Raj) who, though being just a constable in the mammoth Police force, is compelled by his instincts to see through the underlying design. Together they unravel the mystery and unveil the phenomenon called Tagore, but not before Badrinaryana (Sayaji Shinde), the human face of evil, finds out that his revelry in the belief of Tagore’s death was a mistake he can never make amends for.","['Drama', 'Action']"
1176,117834,Kalyana Ramudu,2003-07-18,2003,te,"[10751, 18]",0.2695,5.0,1,"Kalyana Ramudu  is a 2003 Telugu family film and remake of Malayalam film Kalyanaraman, directed by G. Ram Prasad and produced by Venkata Shyam Prasad under SP Entertainments. The film stars Venu Thottempudi, Nikita and Prabhu Deva in the lead roles.","['Family', 'Drama']"
