tmdb_id,title,release_date,release_year,language,genres,popularity,vote_average,vote_count,overview
28346,Krocodylus,2000-12-04,2000,en,"[27, 28, 53, 35]",8.3221,4.398,54,"A sleazy producer develops a concept he dubs ""blood surfing"" -- tossing bloody fish remains into the water to lure sharks and then surfing through the animals as they chomp about. Along with his camerawoman, the producer brings two thrill-seeking surfers to the coast of Florida to capture some gnarly footage. But, as they blood surf, they encounter something even more deadly: a colossal prehistoric crocodile intent on devouring them."
6282,Coyote Ugly,2000-07-30,2000,en,"[35, 18, 10402, 10749]",8.384,6.268,2233,"Graced with a velvet voice, 21-year-old Violet Sanford heads to New York to pursue her dream of becoming a songwriter only to find her aspirations sidelined by the accolades and notoriety she receives at her ""day"" job as a barmaid at Coyote Ugly. The ""Coyotes"" as they are affectionately called tantalize customers and the media alike with their outrageous antics, making Coyote Ugly the watering hole for guys on the prowl."
2024,The Patriot,2000-06-28,2000,en,"[18, 36, 10752, 28]",8.0419,7.184,4207,"After proving himself on the field of battle in the French and Indian War, Benjamin Martin wants nothing more to do with such things, preferring the simple life of a farmer. But when his son Gabriel enlists in the army to defend their new nation, America, against the British, Benjamin reluctantly returns to his old life to protect his son."
9532,Final Destination,2000-03-17,2000,en,[27],8.4636,6.629,6507,"After a teenager has a terrifying vision of him and his friends dying in a plane crash, he prevents the accident only to have Death hunt them down, one by one."
46958,Gedo,2000-04-04,2000,en,"[28, 35, 18, 53]",7.6343,5.35,10,East meets West as the Japanese Yakuza battle drug lords and the LAPD in the streets of Los Angeles...
24664,Bamboozled,2000-10-06,2000,en,"[35, 18]",8.3105,6.2,149,"Frustrated when network brass reject his sitcom idea, producer Pierre Delacroix pitches the worst idea he can think of in an attempt to get fired: a 21st century minstrel show. The network not only airs it, but it becomes a smash hit."
30809,Geppetto,2000-05-07,2000,en,"[10751, 14, 10770]",8.2073,5.9,15,"Toymaker Geppetto is desperate for a son, so he is overjoyed when a wooden puppet boy, Pinocchio, is magically brought to life. However, the relationship between father and son soon sours, and Pinocchio runs away to join a travelling puppet show. This forces Geppetto to realise how much he loves Pinocchio, and he sets out on an eventful journey to find him."
786,Almost Famous,2000-09-15,2000,en,"[18, 10402]",8.1685,7.501,3020,"In 1973, 15-year-old William Miller's unabashed love of music and aspiration to become a rock journalist lands him an assignment from Rolling Stone magazine to interview and tour with the up-and-coming band, Stillwater."
10642,Loser,2000-07-21,2000,en,"[35, 10749]",7.1027,5.4,468,"On a university scholarship, a good natured student from the midwest gets a crash course in city life while dealing with three evil roommates. He befriends a virtually homeless college student whom he falls for, but she's dating a nasty professor."
23751,Complicity,2000-05-06,2000,en,"[53, 10749]",6.7504,5.667,15,"Local journalist, Cameron Colley writes articles that are idealistic, from the viewpoint of the underdog. A twisted serial killer seems to have some motives. His brutal murders are also committed on behalf of the underdog. The stories begin to merge and Cameron find himself inextricably and inextricably implicated by the brutal killer. The arms dealer that Cameron plans to expose is found literally 'disarmed' before he can put pen to paper. The brewery chief, loathed by Cameron, who sold up at the expense of his workers, finds himself permanently unemployable. The police are convened of Cameron's guilt and so are half his friends and colleagues. Cameron is forced to employ all his investigative skills to find the real killer and his motive."
22230,Happy Accidents,2000-01-25,2000,en,"[35, 10749, 878]",7.5749,6.799,138,"A comedy that pays tribute to the science fiction genre -- specifically, the sub-genre of time travel. But here the alternate reality is contemporary New York City where past and future experiences of trust, commitment and denial are cleverly put to the test. Just as Ruby is beginning to relish her first-ever healthy relationship, Sam begins muttering about being a time traveler from the year 2470."
118052,Rat,2000-10-06,2000,en,"[18, 14, 35, 10751]",7.3433,5.9,26,"After a night of drinking Guiness at the local watering hole, an ordinary, working-class, family man in Dublin's life is turned upside-down when he wakes up as a rat."
4234,Scream 3,2000-02-04,2000,en,"[27, 9648]",8.1121,6.0,3908,"As bodies begin dropping around the Hollywood set of STAB 3, the third film based on the gruesome Woodsboro killings, Sidney and other survivors are once again terrorized by another Ghostface killer."
47302,Stardom,2000-10-13,2000,en,"[35, 18]",7.4958,5.226,31,A young girl is plucked from small-town obscurity and thrust into the spotlight of the glamorous world of super-models.
10393,The Replacements,2000-08-11,2000,en,[35],6.8437,6.686,1044,"Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot."
25636,Jesus' Son,2000-06-16,2000,en,"[35, 18, 10749]",7.1274,6.219,73,A young man turns from drug addiction and petty crime to a life redeemed by a discovery of compassion.
29015,The Specials,2000-09-22,2000,en,"[35, 14, 878, 28]",6.0593,5.119,42,"America's seventh best superhero team, the Specials, are a group of geeks and oddballs. Lifelong fan Nightbird joins the group just in time for the group to get a new line of action figures. But the members' extreme personalities and personal issues threaten to rip the group apart."
11978,Men of Honor,2000-09-13,2000,en,[18],6.999,7.5,2438,"Against formidable odds -- and an old-school diving instructor embittered by the U.S. Navy's new, less prejudicial policies -- Carl Brashear sets his sights on becoming the Navy's first African-American master diver in this uplifting true story. Their relationship starts out on the rocks, but fate ultimately conspires to bring the men together into a setting of mutual respect, triumph and honor."
13785,Best in Show,2000-09-29,2000,en,[35],7.1404,6.865,639,"The tension is palpable, the excitement is mounting and the heady scent of competition is in the air as hundreds of eager contestants from across America prepare to take part in what is undoubtedly one of the greatest events of their lives -- the Mayflower Dog Show. The canine contestants and their owners are as wondrously diverse as the great country that has bred them."
7093,Vatel,2000-05-01,2000,en,"[36, 18, 10749]",6.5983,6.1,176,"In 1671, with war brewing with Holland, a penniless prince invites Louis XIV to three days of festivities at a chateau in Chantilly. The prince wants a commission as a general, so the extravagances are to impress the king. In charge of all is the steward, Vatel, a man of honor, talent, and low birth. The prince is craven in his longing for stature: no task is too menial or dishonorable for him to give Vatel. While Vatel tries to sustain dignity, he finds himself attracted to Anne de Montausier, the king's newest mistress. In Vatel, she finds someone who's authentic, living out his principles within the casual cruelties of court politics. Can the two of them escape unscathed?"
27775,Starforce,2000-07-10,2000,en,[878],5.8846,1.8,5,A warrior and a beautiful ex-convict are left to fight the galaxy's most fearsome commandos in an alien wasteland.
2123,"Me, Myself & Irene",2000-06-22,2000,en,[35],6.6314,6.607,4141,"Rhode Island State Trooper Charlie Baileygates has a multiple personality disorder. One personality is crazy and aggressive, while the other is more friendly and laid back. Both of these personalities fall in love with the same woman named Irene after Charlie loses his medication."
3981,What Women Want,2000-12-15,2000,en,"[35, 10749]",8.0222,6.445,4271,"Advertising executive Nick Marshall is as cocky as they come, but what happens to a chauvinistic guy when he can suddenly hear what women are thinking? Nick gets passed over for a promotion, but after an accident enables him to hear women's thoughts, he puts his newfound talent to work against Darcy, his new boss, who seems to be infatuated with him."
2089,Cutaway,2000-08-26,2000,en,"[28, 53, 10770]",4.9546,4.915,41,"The successful undercover agent Victor Cooper is assigned for his ninth mission: to find how the loadings of drug is being brought to Miami. He suspects that the drug is coming through the air and joins a team of sky diving, under the leadership of Red Line, a fanatic and considered the athlete number one in this sport in the world. Due to his profile of winner, Vic gets involved with the group and he ""disconnects"" from his position of infiltrated agent, ""connecting"" with the team."
9679,Gone in Sixty Seconds,2000-06-09,2000,en,"[28, 80, 53]",7.5571,6.5,4752,"Upon learning that he has to come out of retirement to steal 50 cars in one night to save his brother Kip's life, former car thief Randall ""Memphis"" Raines enlists help from a few ""boost happy"" pals to accomplish a seemingly impossible feat. From countless car chases to relentless cops, the high-octane excitement builds as Randall swerves around more than a few roadblocks to keep Kip alive."
1900,Traffic,2000-12-27,2000,en,"[53, 18, 80]",7.2519,7.082,2337,"An exploration of the United States of America's war on drugs from multiple perspectives. For the new head of the Office of National Drug Control Policy, the war becomes personal when he discovers his well-educated daughter is abusing cocaine within their comfortable suburban home. In Mexico, a flawed, but noble policeman agrees to testify against a powerful general in league with a cartel, and in San Diego, a drug kingpin's sheltered trophy wife must learn her husband's ruthless business after he is arrested, endangering her luxurious lifestyle."
120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,2001,en,"[12, 14, 28]",30.7022,8.427,26976,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed."
808,Shrek,2001-05-18,2001,en,"[16, 35, 14, 12, 10751]",29.6688,7.8,18374,"It ain't easy bein' green -- especially if you're a likable (albeit smelly) ogre named Shrek. On a mission to retrieve a gorgeous princess from the clutches of a fire-breathing dragon, Shrek teams up with an unlikely compatriot -- a wisecracking donkey."
671,Harry Potter and the Philosopher's Stone,2001-11-16,2001,en,"[12, 14]",27.4618,7.9,29123,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame."
585,"Monsters, Inc.",2001-11-01,2001,en,"[16, 35, 10751]",23.1866,7.847,19454,"Lovable Sulley and his wisecracking sidekick Mike Wazowski are the top scare team at Monsters, Inc., the scream-processing factory in Monstropolis. When a little girl named Boo wanders into their world, it's the monsters who are scared silly, and it's up to Sulley and Mike to keep her out of sight and get her back home."
1409999,World War II: A History of WWII (Part 2),2001-01-01,2001,en,"[99, 36, 10752]",15.6017,0.0,0,"This documentary begins with the story of the prelude to World War II, and goes on to analyze such events as the Treaty of Versailles, the League of Nations, rise of the dictators, the spread of fascism in Italy, the Japanese invasion of Manchuria, the Spanish Civil War, the Munich Agreement, Hitler's March into Czechoslovakia, the Blitzkrieg and invasion of Poland, the fall of Norway, and more."
161,Ocean's Eleven,2001-12-07,2001,en,"[53, 80]",12.3042,7.5,12312,"Less than 24 hours into his parole, charismatic thief Danny Ocean is already rolling out his next plan: In one night, Danny's hand-picked crew of specialists will attempt to steal more than $150 million from three Las Vegas casinos. But to score the cash, Danny risks his chances of reconciling with ex-wife, Tess."
1734,The Mummy Returns,2001-05-04,2001,en,"[12, 28, 14]",11.2815,6.393,7497,"Rick and Evelyn O’Connell, along with their 8-year-old son Alex, discover the key to the legendary Scorpion King’s might: the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn’t above kidnapping its new bearer, Alex, to gain control of Anubis’s otherworldly army."
644,A.I. Artificial Intelligence,2001-06-29,2001,en,"[18, 878, 12]",13.5151,7.054,6521,"David, a robotic boy—the first of his kind programmed to love—is adopted as a test case by a Cybertronics employee and his wife. Though he gradually becomes their child, a series of unexpected circumstances make this life impossible for David."
9778,Serendipity,2001-10-05,2001,en,"[35, 10749]",10.9645,6.953,2090,"Although strangers Sara and Jonathan are both already in relationships, they realize they have genuine chemistry after a chance encounter – but part company soon after. Years later, they each yearn to reunite, despite being destined for the altar. But to give true love a chance, they have to find one another again."
855,Black Hawk Down,2001-12-28,2001,en,"[28, 10752, 36]",10.9488,7.39,6199,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground."
2057,Original Sin,2001-05-08,2001,en,"[53, 18, 9648, 10749]",10.1362,6.1,880,"A young man is plunged into a life of subterfuge, deceit and mistaken identity in pursuit of a femme fatale whose heart is never quite within his grasp."
12508,Rock Star,2001-09-04,2001,en,"[10402, 18, 35]",9.5589,6.7,796,"A wannabe rock star who fronts a Pennsylvania-based tribute band is devastated when his bandmates kick him out of the group he founded. Things begin to look up for Izzy when he is asked to join Steel Dragon, the heavy metal rockers he had been imitating for so long. This film is loosely based on the true story of the band Judas Priest."
1018,Mulholland Drive,2001-06-06,2001,en,"[53, 18, 9648]",11.7691,7.8,6854,"Blonde Betty Elms has only just arrived in Hollywood to become a movie star when she meets an enigmatic brunette with amnesia. Meanwhile, as the two set off to solve the second woman's identity, filmmaker Adam Kesher runs into ominous trouble while casting his latest project."
676,Pearl Harbor,2001-05-21,2001,en,"[10752, 10749, 36, 28]",9.2125,6.938,6869,"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941."
11090,The Animal,2001-06-01,2001,en,"[35, 878]",9.9171,5.1,1336,"When loser Marvin Mange is involved in a horrible car accident, he's brought back to life by a deranged scientist as half man and half animal. His newfound powers are awesome -- but their adverse side effects could take over his life. Now, Marvin must fight to control his crazy primal urges around his new squeeze, Rianna, and his rival, Sgt. Sisk, who both think he's one cool cat."
39939,Super Troopers,2001-02-15,2001,en,"[35, 80, 9648]",8.9456,6.558,1193,"Five bored, occasionally high and always ineffective Vermont state troopers must prove their worth to the governor or lose their jobs. After stumbling on a drug ring, they plan to make a bust, but a rival police force is out to steal the glory."
141,Donnie Darko,2001-01-19,2001,en,"[14, 18, 9648]",10.7329,7.763,13168,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes."
8835,Legally Blonde,2001-07-13,2001,en,[35],10.4755,6.809,4423,"Fashionable sorority queen Elle Woods has it all, but, she wants nothing more than to be Mrs. Warner Huntington III. But he dumps her before heading to Harvard Law School. Elle rallies all of her resources and gets into Harvard, determined to win him back. While there, she figures out that there is more to herself than just good looks."
1921,Sweet November,2001-02-16,2001,en,"[18, 10749]",9.0708,6.871,1404,"Nelson is a man devoted to his advertising career in San Francisco. One day, while taking a driving test at the DMV, he meets Sara. She is very different from the other women in his life. Nelson causes her to miss out on taking the test and later that day she tracks him down. One thing leads to another and Nelson ends up living with her through a November that will change his life forever."
453,A Beautiful Mind,2001-12-14,2001,en,"[18, 10749]",10.971,7.855,10862,"From the heights of notoriety to the depths of depravity, John Forbes Nash Jr. experiences it all. As a brilliant but socially awkward mathematician, he made a groundbreaking discovery early in his career and stands on the brink of international acclaim. But as the handsome and arrogant Nash accepts secret work in cryptography, he becomes entangled in a mysterious conspiracy. His life takes a nightmarish turn and he soon finds himself on a painful and harrowing journey of self-discovery."
4248,Scary Movie 2,2001-07-04,2001,en,[35],10.6826,5.812,4984,"While the original parodied slasher flicks like Scream, Keenen Ivory Wayans's sequel to Scary Movie takes comedic aim at haunted house movies. A group of students visit a mansion called ""Hell House,"" and murderous high jinks ensue."
1933,The Others,2001-08-02,2001,en,"[27, 9648, 53]",8.2536,7.616,6997,"Grace is a religious woman who lives in an old house kept dark because her two children, Anne and Nicholas, have a rare sensitivity to light. When the family begins to suspect the house is haunted, Grace fights to protect her children at any cost in the face of strange events and disturbing visions."
24811,Delivering Milo,2001-01-04,2001,en,"[35, 18, 14]",8.3223,5.4,50,A guardian angel has 24 hours to convince a soul that life on Earth is worth the effort.
183954,Chop Suey,2001-02-11,2001,en,[99],7.2319,4.0,7,"A homage to Bruce Weber's Favourite things, these being mixing film, photography and classic movies. With portraits of a lesbian jazz singer and a 16-year-old wrestler."
2034,Training Day,2001-10-05,2001,en,"[28, 80, 18]",10.5404,7.509,6412,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears."
5175,Rush Hour 2,2001-08-03,2001,en,"[28, 35, 80]",8.946,6.754,4464,"It's vacation time for Carter as he finds himself alongside Lee in Hong Kong wishing for more excitement. While Carter wants to party and meet the ladies, Lee is out to track down a Triad gang lord who may be responsible for killing two men at the American Embassy. Things get complicated as the pair stumble onto a counterfeiting plot. The boys are soon up to their necks in fist fights and life-threatening situations. A trip back to the U.S. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent Isabella."
9476,A Knight's Tale,2001-05-11,2001,en,"[12, 18, 10749, 28]",8.3775,6.866,3292,"William Thatcher, a knight's peasant apprentice, gets a chance at glory when the knight dies suddenly mid-tournament. Posing as a knight himself, William won't stop until he's crowned tournament champion—assuming matters of the heart don't get in the way."
9378,Thir13en Ghosts,2001-10-26,2001,en,"[27, 53]",7.5519,6.288,2310,"Arthur and his two children inherit his uncle's estate: a glass house that serves as a prison to twelve ghosts. When the family, accompanied by a nanny and an attorney, enter the house they find themselves trapped inside an evil machine 'designed by the Devil and powered by the dead' to open the Eye of Hell. Aided by a ghost hunter and his rival, a ghost rights activist out to set the ghosts free, the group must do what they can to get out of the house alive."
9517,Bully,2001-06-15,2001,en,"[80, 18]",7.7107,6.666,525,"A group of teenagers in South Florida enact a murder plot against their mutual bully, Kent, who has emotionally, physically, and sexually abused them for years."
10691,Crazy/Beautiful,2001-06-29,2001,en,"[18, 10749]",8.4268,6.635,377,"At Pacific Palisades High, a poor Latino falls hard for a troubled girl from the affluent neighborhood."
11371,The Score,2001-07-13,2001,en,"[28, 80, 53, 9648, 18]",7.9348,6.694,1797,An aging thief hopes to retire and live off his ill-gotten wealth when a young kid convinces him into doing one last heist.
869,Planet of the Apes,2001-07-26,2001,en,"[53, 878, 28, 12]",7.7642,5.8,4318,"After a spectacular crash-landing on an uncharted planet, brash astronaut Leo Davidson finds himself trapped in a savage world where talking apes dominate the human race. Desperate to find a way home, Leo must evade the invincible gorilla army led by Ruthless General Thade."
31010,Uprising,2001-11-04,2001,en,"[18, 36, 10752, 10770]",7.2905,6.5,89,"In the Warsaw ghetto in 1943, Jews rise against the Nazis."
15486,The Bank,2001-09-06,2001,en,"[18, 53]",7.2704,5.61,40,"The Bank, a world ripe with avarice and corruption, where O'Reilly and his ilk can thrive and honest Aussie battlers lose everything. Enter Jim Doyle a maverick mathematician who has devised a formula to predict the fluctuations of the stock market. When he joins O'Reilly's fold, he must first prove his loyalty to the ""greed is good"" ethos. Which way will he go? What does he have to hide?"
60495,Guardian,2001-06-12,2001,en,"[28, 878, 14]",6.9438,5.5,10,"With a spate of violence that rocks the inner city, L.A.P.D. and ex-Marine John Kross investigates its cause: a new drug called Chaos. With help from his partner Carpenter, they delve into the mystery, only to discover a link between the drug and a terrifying supernatural power unleashed during the gulf war, witnessed by Kross twelve years ago. Now, Kross must race against time to stop the destruction, battle his own demons and come to grips with his destiny as he discovers that his reality has been mapped by a power much greater than himself."
68569,Invincible,2001-12-02,2001,en,"[18, 10752]",7.3624,6.2,58,A Jewish strongman performs in Berlin as the blond Aryan hero Siegfried.
59940,Zebra Lounge,2001-10-04,2001,en,[53],7.1181,4.262,42,"Alan and Wendy Barnet have been married just long enough for the excitement to have gone out of their relationship, and they're looking for a way to put some spice back in their lives. After placing a personal ad looking for another couple interested in swapping mates, the Barnets are led to the Zebra Lounge, where they meet Jack and Louise Bauer, a pair of seasoned erotic adventurers. While the Barnets find the swinging scene exciting at first, they soon decide it may be doing more harm than good to their marriage. But easing the Bauers out of their lives proves to be neither simple nor safe."
11397,Not Another Teen Movie,2001-12-07,2001,en,[35],7.0525,5.801,2226,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled plain Jane into a beautiful and popular prom queen in this outrageous send-up of the teen movies of the 1980s and '90s."
9880,The Princess Diaries,2001-08-03,2001,en,"[35, 10751, 10749]",8.0662,6.963,5201,"A socially awkward but very bright 15-year-old girl being raised by a single mom discovers that she is the princess of a small European country because of the recent death of her long-absent father, who, unknown to her, was the crown prince of Genovia. She must make a choice between continuing the life of a San Francisco teen or stepping up to the throne."
1903,Vanilla Sky,2001-12-14,2001,en,"[9648, 10749, 878]",6.6199,6.82,4525,"David Aames has it all: wealth, good looks and gorgeous women on his arm. But just as he begins falling for the warmhearted Sofia, his face is horribly disfigured in a car accident. That's just the beginning of his troubles as the lines between illusion and reality, between life and death, are blurred."
7451,xXx,2002-08-09,2002,en,"[28, 12, 53, 80, 18]",69.1801,6.0,4778,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi."
121,The Lord of the Rings: The Two Towers,2002-12-18,2002,en,"[12, 14, 28]",28.3871,8.412,23404,"Frodo Baggins and the other members of the Fellowship continue on their sacred quest to destroy the One Ring--but on separate paths. Their destinies lie at two towers--Orthanc Tower in Isengard, where the corrupt wizard Saruman awaits, and Sauron's fortress at Barad-dur, deep within the dark lands of Mordor. Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard."
557,Spider-Man,2002-05-01,2002,en,"[28, 878]",22.6388,7.32,20267,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man."
672,Harry Potter and the Chamber of Secrets,2002-11-13,2002,en,"[12, 14]",16.6785,7.704,23233,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione's magical abilities and courage."
425,Ice Age,2002-03-14,2002,en,"[16, 35, 10751, 12]",18.7064,7.367,14050,"Manny the mammoth, Sid the loquacious sloth, and Diego the sabre-toothed tiger go on a comical quest to return a human baby back to his father, across a world on the brink of an ice age."
170,28 Days Later,2002-10-31,2002,en,"[27, 53, 878]",15.8352,7.237,8197,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain."
640,Catch Me If You Can,2002-12-16,2002,en,"[18, 80]",14.3795,7.977,16737,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit."
9637,Scooby-Doo,2002-06-14,2002,en,"[9648, 12, 35]",12.7068,6.099,4687,"When the Mystery Inc. gang is invited to Spooky Island, a popular amusement park, they soon discover that the attractions aren't the only things that are spooky. Strange things are happening, and it's up to Scooby, Shaggy, Fred, Daphne, and Velma to uncover the truth behind the mysterious happenings."
2501,The Bourne Identity,2002-06-14,2002,en,"[28, 18, 9648, 53]",13.3951,7.471,9878,"Wounded to the brink of death and suffering from amnesia, Jason Bourne is rescued at sea by a fisherman. With nothing to go on but a Swiss bank account number, he starts to reconstruct his life, but finds that many people he encounters want him dead. However, Bourne realizes that he has the combat and mental skills of a world-class spy—but who does he work for?"
2251,Unfaithful,2002-05-10,2002,en,"[53, 18, 10749]",12.6607,6.676,1660,"Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man."
11544,Lilo & Stitch,2002-06-21,2002,en,"[16, 10751, 35]",11.0321,7.6,6955,"As Stitch, a runaway genetic experiment from a faraway planet, wreaks havoc on the Hawaiian Islands, he becomes the mischievous adopted alien ""puppy"" of an independent little girl named Lilo and learns about loyalty, friendship, and ʻohana, the Hawaiian tradition of family."
423,The Pianist,2002-09-17,2002,en,"[18, 10752]",13.4289,8.376,9898,"The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city."
11529,Sweet Home Alabama,2002-09-26,2002,en,"[35, 10749]",10.1684,6.403,1650,"New York fashion designer, Melanie Carmichael suddenly finds herself engaged to the city's most eligible bachelor. But her past holds many secrets—including Jake, the redneck husband she married in high school, who refuses to divorce her. Bound and determined to end their contentious relationship once and for all, Melanie sneaks back home to Alabama to confront her past."
