tmdb_id,title,release_date,release_year,language,genres,popularity,vote_average,vote_count,overview,cast,director,keywords
661374,Glass Onion: A Knives Out Mystery,2022-11-23,2022,en,"[35, 80, 9648]",8.9494,7.036,6660,World-famous detective Benoit Blanc heads to Greece to peel back the layers of a mystery surrounding a tech billionaire and his eclectic crew of friends.,danielcraig edwardnorton janellemonáe kathrynhahn leslieodomjr.,rianjohnson,detective greece investigation mona lisa (la gioconda) dark comedy satire sequel murder billionaire whodunit puzzle box clue identical twin murder mystery arrested development closeted homosexual covid-19 offbeat witty complicated
536554,M3GAN,2022-12-28,2022,en,"[878, 27]",8.3494,7.028,4721,"A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results.",allisonwilliams violetmcgraw amiedonald jennadavis ronnychieng,gerardjohnstone,android artificial intelligence (a.i.) killer robot aunt niece relationship evil doll slasher orphan car accident niece robot juvenile delinquent doll dead dog dog attack nosy neighbor hit by a car dead parents creepy doll possessed doll witty sinister audacious android horror
756999,The Black Phone,2022-06-16,2022,en,"[27, 53]",8.8515,7.531,5725,"Finney Blake, a shy but clever 13-year-old boy, is abducted by a sadistic killer and trapped in a soundproof basement where screaming is of little use. When a disconnected phone on the wall begins to ring, Finney discovers that he can hear the voices of the killer’s previous victims. And they are dead set on making sure that what happened to them doesn’t happen to Finney.",masonthames madeleinemcgraw ethanhawke jeremydavies e.rogermitchell,scottderrickson,mask small town child abuse dreams sibling relationship kidnapping sadistic 1970s supernatural cellar telephone colorado bullying basement serial killer slasher based on short story alcoholic father child kidnapping speculative angry supernatural horror sequestro telefone
882598,Smile,2022-09-23,2022,en,"[27, 9648]",8.1358,6.662,3966,"After witnessing a bizarre, traumatic incident involving a patient, Dr. Rose Cotter starts experiencing frightening occurrences that she can't explain.",sosiebacon kylegallner jessiet.usher robinweigert caitlinstasey,parkerfinn,suicide new jersey post-traumatic stress disorder (ptsd) therapist detective paranoia trauma curse hospital doctor mental illness evil self-harm demonic smile supernatural horror based on short film body horror psychological horror horror
1015606,Obi-Wan Kenobi: A Jedi's Return,2022-09-07,2022,en,[99],8.1194,6.8,1007,"This special explores the return of Obi-Wan Kenobi and Anakin Skywalker to the screen, as well as Ewan McGregor and Hayden Christensen to their classic roles. Director Deborah Chow leads the cast and crew as they create new heroes and villains that live alongside new incarnations of beloved Star Wars characters, and an epic story that dramatically bridges the saga films.",ewanmcgregor haydenchristensen deborahchow mosesingram vivienlyrablair,davidgelb,behind the scenes filmmaking making of
436270,Black Adam,2022-10-19,2022,en,"[28, 12, 878]",11.2689,6.815,6926,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",dwaynejohnson aldishodge noahcentineo sarahshahi quintessaswindell,jaumecollet-serra,lightning superhero anti hero based on comic demon superhero team duringcreditsstinger dc extended universe (dceu) egotistical
913290,Barbarian,2022-09-08,2022,en,"[27, 9648]",7.3389,6.844,3133,"In town for a job interview, a young woman arrives at her Airbnb late at night only to find that it has been mistakenly double-booked and a strange man is already staying there. Against her better judgement, she decides to stay the night anyway.",georginacampbell justinlong billskarsgård richardbrake matthewpatrickdavis,zachcregger,monster sexual abuse paranoia flashback basement serial killer duringcreditsstinger paranoid airbnb abduction metoo secret room ghoulish
725201,The Gray Man,2022-07-13,2022,en,"[28, 53]",6.789,6.9,4143,"When a shadowy CIA agent uncovers damning agency secrets, he's hunted across the globe by a sociopathic rogue operative who's put a bounty on his head.",ryangosling chrisevans anadearmas billybobthornton jessicahenwick,joerusso,central intelligence agency (cia) based on novel or book hitman kidnapping agent rogue agent hunted ex-cia agent
928270,Heatwave,2022-01-17,2022,en,"[53, 18]",6.6839,6.271,164,A woman's life takes an unexpected turn when she falls for her boss's wife. She must soon defend herself as she becomes entangled in a web of malice.,katgraham merrittpatterson sebastianroché cardiwong rogercross,erniebarbarash,businessman monogamy erotic movie novel
762975,Purple Hearts,2022-07-29,2022,en,"[10749, 18]",7.9259,8.049,2840,"An aspiring musician agrees to a marriage of convenience with a soon-to-deploy Marine, but a tragedy soon turns their fake relationship all too real.",sofiacarson nicholasgalitzine johnharlankim chosenjacobs anthonyippolito,elizabethallenrosenbaum,military life assertive
639933,The Northman,2022-04-07,2022,en,"[28, 12, 14]",8.8905,7.033,4946,"Prince Amleth is on the verge of becoming a man when his father is brutally murdered by his uncle, who kidnaps the boy's mother. Two decades later, Amleth is now a Viking who's on a mission to save his mother, kill his uncle and avenge his father.",alexanderskarsgård nicolekidman claesbang ethanhawke anyataylor-joy,roberteggers,"father murder sword prince gore vikings (norsemen) iceland death of father northern ireland sword fight revenge fate king brutality hamlet based on myths, legends or folklore shocking nordic 10th century wonder fantasy dramatic admiring amused commanding tragic"
1123287,Milli Vanilli,2023-06-10,2023,en,"[10402, 99]",51.3359,7.2,59,"The story of Robert Pilatus and Fabrice Morvan, who became fast friends during their youth in Germany. With Rob coming from a broken home and Fabrice having left an abusive household, they shared a similar upbringing, as well as a future goal: to become famous superstars. In a few short years, their dreams came true. Rob and Fab, better known as Milli Vanilli, became the world's most popular pop duo in 1990 and won the GRAMMY for Best New Artist. However, their ascension to success came with a devastating price that ultimately led to their infamous undoing.",fabmorvan robpilatus downtownjuliebrown timbaland dianewarren,lukekorem,pop music 80s style 80s throwback music documentary pop music duo music
502356,The Super Mario Bros. Movie,2023-04-05,2023,en,"[10751, 35, 12, 16, 14]",56.7218,7.587,10367,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",chrispratt anyataylor-joy charlieday jackblack keegan-michaelkey,aaronhorvath,gorilla plumber villain anthropomorphism magic mushroom based on video game toad aftercreditsstinger duringcreditsstinger damsel in distress piano brother brother relationship 3d animation evil king
872585,Oppenheimer,2023-07-19,2023,en,"[18, 36]",28.5011,8.033,11522,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,cillianmurphy emilyblunt mattdamon robertdowneyjr. florencepugh,christophernolan,husband wife relationship based on novel or book atomic bomb patriotism new mexico world war ii atomic bomb test physics biography based on true story antisemitism interrogation guilt historical event nuclear weapons communism red scare mccarthyism top secret project moral dilemma usa politics 1940s 20th century manhattan project los alamos
569094,Spider-Man: Across the Spider-Verse,2023-05-31,2023,en,"[16, 28, 12, 878]",24.7365,8.331,8377,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse's very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",shameikmoore haileesteinfeld briantyreehenry lunalaurenvélez jakejohnson,justink.thompson,"new york city hero double life sacrifice secret identity superhero villain portal based on comic sequel romance alter ego alternate dimension parenting family alternate version super power brooklyn, new york city superhero team spider bite super villain cliffhanger masked superhero teenage romance young heroes teen superhero teen social issues chelsea alternate universe superhero teamup female superhero slow burn romance interdimensional travel ambiguous cliché enthusiastic excited vibrant black superhero"
346698,Barbie,2023-07-19,2023,en,"[35, 12]",22.5218,6.928,10899,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",margotrobbie ryangosling americaferrera arianagreenblatt issarae,gretagerwig,feminism satire patriarchy social satire based on toy female protagonist fish out of water womanhood doll reality vs fantasy fantasy world motherhood existentialism woman director misandry mother daughter relationship playful adventure comedy gender discrimination secret world amused hopeful joyful sympathetic
447365,Guardians of the Galaxy Vol. 3,2023-05-03,2023,en,"[878, 12, 28]",21.6334,7.923,8120,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",chrispratt zoesaldaña davebautista karengillan pomklementieff,jamesgunn,hero superhero mad scientist based on comic sequel superhero team space opera raccoon aftercreditsstinger duringcreditsstinger marvel cinematic universe (mcu) cosmic outer space chosen family sentimental amused empathetic enthusiastic excited
